invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Hour,Total,Day_of_Week,Month,Year,Week
2873,WALM049,North Richland Hills,Home and lifestyle,17.0,1.0,2022-11-05,19:12:00,Ewallet,7.0,0.48,19,17.0,Saturday,11,2022,44
2874,WALM063,Georgetown,Fashion accessories,27.0,1.0,2023-09-04,21:56:00,Ewallet,8.0,0.33,21,27.0,Monday,9,2023,36
2875,WALM010,Laredo,Home and lifestyle,31.0,3.0,2022-06-29,16:13:00,Ewallet,9.0,0.48,16,93.0,Wednesday,6,2022,26
2876,WALM095,Big Spring,Fashion accessories,82.0,3.0,2021-09-29,21:46:00,Ewallet,5.0,0.33,21,246.0,Wednesday,9,2021,39
2877,WALM018,Frisco,Home and lifestyle,37.0,3.0,2021-01-17,12:22:00,Ewallet,7.0,0.48,12,111.0,Sunday,1,2021,2
2878,WALM007,Arlington,Fashion accessories,69.0,1.0,2021-04-03,13:18:00,Ewallet,6.0,0.48,13,69.0,Saturday,4,2021,13
2879,WALM030,Richardson,Home and lifestyle,36.0,3.0,2023-12-25,19:26:00,Ewallet,4.0,0.48,19,108.0,Monday,12,2023,52
2880,WALM045,Missouri City,Fashion accessories,33.0,1.0,2021-03-15,15:08:00,Credit card,5.0,0.48,15,33.0,Monday,3,2021,11
2881,WALM004,Austin,Home and lifestyle,73.0,1.0,2020-05-21,21:22:00,Ewallet,7.0,0.48,21,73.0,Thursday,5,2020,21
2882,WALM017,McKinney,Fashion accessories,32.0,1.0,2023-11-18,10:43:00,Ewallet,4.0,0.48,10,32.0,Saturday,11,2023,46
2883,WALM078,Del Rio,Home and lifestyle,19.0,2.0,2021-09-06,22:36:00,Ewallet,5.0,0.33,22,38.0,Monday,9,2021,36
2884,WALM016,Brownsville,Fashion accessories,77.0,3.0,2022-02-07,18:50:00,Ewallet,6.0,0.48,18,231.0,Monday,2,2022,6
2885,WALM033,Pearland,Home and lifestyle,78.0,1.0,2020-08-14,20:53:00,Ewallet,7.0,0.48,20,78.0,Friday,8,2020,33
2886,WALM091,Little Elm,Fashion accessories,62.0,3.0,2020-04-26,7:43:00,Ewallet,5.0,0.33,7,186.0,Sunday,4,2020,17
2887,WALM028,Odessa,Home and lifestyle,85.0,2.0,2020-02-26,19:58:00,Ewallet,9.0,0.48,19,170.0,Wednesday,2,2020,9
2888,WALM051,New Braunfels,Fashion accessories,29.0,1.0,2020-12-06,17:33:00,Ewallet,5.0,0.57,17,29.0,Sunday,12,2020,49
2889,WALM090,Brownwood,Home and lifestyle,80.0,3.0,2023-12-23,11:19:00,Ewallet,8.0,0.33,11,240.0,Saturday,12,2023,51
2890,WALM049,North Richland Hills,Fashion accessories,17.0,3.0,2022-11-25,17:01:00,Ewallet,5.0,0.48,17,51.0,Friday,11,2022,47
2891,WALM096,Eagle Pass,Home and lifestyle,83.0,3.0,2021-10-27,10:32:00,Ewallet,5.0,0.33,10,249.0,Wednesday,10,2021,43
2892,WALM047,Flower Mound,Fashion accessories,37.0,1.0,2022-06-29,12:48:00,Ewallet,7.0,0.48,12,37.0,Wednesday,6,2022,26
2893,WALM058,Port Arthur,Home and lifestyle,34.0,2.0,2022-04-30,12:21:00,Ewallet,7.0,0.33,12,68.0,Saturday,4,2022,17
2894,WALM078,Del Rio,Fashion accessories,69.0,3.0,2021-01-05,8:50:00,Ewallet,5.0,0.33,8,207.0,Tuesday,1,2021,1
2895,WALM092,Lake Jackson,Home and lifestyle,16.0,2.0,2022-02-19,15:14:00,Ewallet,8.0,0.33,15,32.0,Saturday,2,2022,7
2896,WALM022,Mesquite,Fashion accessories,52.0,1.0,2022-05-20,9:06:00,Ewallet,4.0,0.48,9,52.0,Friday,5,2022,20
2897,WALM097,Alice,Home and lifestyle,16.0,1.0,2021-01-10,8:25:00,Ewallet,8.0,0.18,8,16.0,Sunday,1,2021,1
2898,WALM019,Pasadena,Fashion accessories,81.0,3.0,2021-09-17,6:57:00,Ewallet,6.0,0.48,6,243.0,Friday,9,2021,37
2899,WALM042,Bryan,Home and lifestyle,15.0,2.0,2022-06-25,20:50:00,Ewallet,6.0,0.48,20,30.0,Saturday,6,2022,25
2900,WALM083,Farmers Branch,Fashion accessories,40.0,3.0,2021-02-10,19:05:00,Ewallet,9.0,0.33,19,120.0,Wednesday,2,2021,6
2901,WALM092,Lake Jackson,Home and lifestyle,51.0,1.0,2022-05-19,6:53:00,Ewallet,8.0,0.33,6,51.0,Thursday,5,2022,20
2902,WALM019,Pasadena,Fashion accessories,30.0,3.0,2021-04-13,13:14:00,Ewallet,5.0,0.48,13,90.0,Tuesday,4,2021,15
2903,WALM052,Mansfield,Home and lifestyle,48.0,3.0,2020-11-20,16:18:00,Ewallet,6.0,0.57,16,144.0,Friday,11,2020,47
2904,WALM098,Mineral Wells,Fashion accessories,36.0,3.0,2022-05-30,16:36:00,Ewallet,6.0,0.18,16,108.0,Monday,5,2022,22
2905,WALM001,Houston,Home and lifestyle,26.0,1.0,2021-11-03,21:51:00,Ewallet,4.0,0.36,21,26.0,Wednesday,11,2021,44
2906,WALM080,Nacogdoches,Fashion accessories,78.0,1.0,2022-03-19,7:46:00,Ewallet,6.0,0.33,7,78.0,Saturday,3,2022,11
2907,WALM047,Flower Mound,Home and lifestyle,48.0,2.0,2023-04-19,9:23:00,Ewallet,5.0,0.48,9,96.0,Wednesday,4,2023,16
2908,WALM027,Abilene,Fashion accessories,23.0,3.0,2022-02-05,15:12:00,Ewallet,4.0,0.48,15,69.0,Saturday,2,2022,5
2909,WALM052,Mansfield,Home and lifestyle,85.0,3.0,2021-08-21,15:05:00,Ewallet,8.0,0.57,15,255.0,Saturday,8,2021,33
2910,WALM053,Conroe,Fashion accessories,48.0,2.0,2023-08-25,11:44:00,Ewallet,8.0,0.21,11,96.0,Friday,8,2023,34
2911,WALM070,Hurst,Home and lifestyle,45.0,2.0,2022-05-26,6:24:00,Ewallet,8.0,0.33,6,90.0,Thursday,5,2022,21
2912,WALM049,North Richland Hills,Fashion accessories,73.0,2.0,2023-06-10,22:17:00,Ewallet,9.0,0.48,22,146.0,Saturday,6,2023,23
2913,WALM049,North Richland Hills,Home and lifestyle,73.0,2.0,2021-07-25,22:58:00,Ewallet,6.0,0.48,22,146.0,Sunday,7,2021,29
2914,WALM071,Lufkin,Fashion accessories,44.0,1.0,2023-05-19,14:28:00,Ewallet,8.0,0.33,14,44.0,Friday,5,2023,20
2915,WALM007,Arlington,Home and lifestyle,66.0,1.0,2022-04-22,13:38:00,Ewallet,4.0,0.48,13,66.0,Friday,4,2022,16
2916,WALM096,Eagle Pass,Fashion accessories,81.0,1.0,2020-10-15,12:46:00,Ewallet,4.0,0.18,12,81.0,Thursday,10,2020,42
2917,WALM002,Dallas,Home and lifestyle,63.0,1.0,2022-12-26,16:59:00,Ewallet,7.0,0.36,16,63.0,Monday,12,2022,52
2918,WALM067,Haltom City,Fashion accessories,21.0,1.0,2021-05-16,13:08:00,Ewallet,4.0,0.33,13,21.0,Sunday,5,2021,19
2919,WALM067,Haltom City,Home and lifestyle,80.0,3.0,2022-06-26,11:30:00,Ewallet,4.0,0.33,11,240.0,Sunday,6,2022,25
2920,WALM098,Mineral Wells,Fashion accessories,67.0,2.0,2021-07-26,18:13:00,Ewallet,8.0,0.18,18,134.0,Monday,7,2021,30
2921,WALM026,Denton,Home and lifestyle,18.0,1.0,2022-12-13,17:47:00,Ewallet,8.0,0.48,17,18.0,Tuesday,12,2022,50
2922,WALM015,Grand Prairie,Fashion accessories,83.0,2.0,2023-02-13,9:45:00,Ewallet,4.0,0.48,9,166.0,Monday,2,2023,7
2923,WALM013,Irving,Home and lifestyle,64.0,3.0,2022-06-04,16:02:00,Ewallet,5.0,0.48,16,192.0,Saturday,6,2022,22
2924,WALM045,Missouri City,Fashion accessories,52.0,1.0,2021-04-07,18:02:00,Credit card,5.0,0.48,18,52.0,Wednesday,4,2021,14
2925,WALM083,Farmers Branch,Home and lifestyle,84.0,3.0,2021-10-28,22:07:00,Ewallet,9.0,0.33,22,252.0,Thursday,10,2021,43
2926,WALM033,Pearland,Fashion accessories,40.0,1.0,2022-10-21,13:47:00,Ewallet,5.0,0.48,13,40.0,Friday,10,2022,42
2927,WALM100,Canyon,Home and lifestyle,51.0,3.0,2022-02-04,6:57:00,Ewallet,7.0,0.18,6,153.0,Friday,2,2022,5
2928,WALM004,Austin,Fashion accessories,62.0,3.0,2023-06-08,12:13:00,Ewallet,7.0,0.48,12,186.0,Thursday,6,2023,23
2929,WALM022,Mesquite,Home and lifestyle,57.0,2.0,2021-07-16,8:36:00,Ewallet,8.0,0.48,8,114.0,Friday,7,2021,28
2930,WALM047,Flower Mound,Fashion accessories,66.0,3.0,2022-12-15,8:22:00,Ewallet,5.0,0.48,8,198.0,Thursday,12,2022,50
2931,WALM076,Huntsville,Home and lifestyle,71.0,2.0,2022-09-08,11:10:00,Ewallet,6.0,0.33,11,142.0,Thursday,9,2022,36
2932,WALM010,Laredo,Fashion accessories,24.0,1.0,2020-09-03,19:11:00,Ewallet,5.0,0.48,19,24.0,Thursday,9,2020,36
2933,WALM027,Abilene,Home and lifestyle,83.0,1.0,2021-05-16,13:09:00,Ewallet,9.0,0.48,13,83.0,Sunday,5,2021,19
2934,WALM016,Brownsville,Fashion accessories,45.0,1.0,2022-11-12,17:26:00,Ewallet,7.0,0.48,17,45.0,Saturday,11,2022,45
2935,WALM062,Galveston,Home and lifestyle,67.0,3.0,2020-03-29,20:50:00,Ewallet,4.0,0.33,20,201.0,Sunday,3,2020,13
2936,WALM048,Harlingen,Fashion accessories,81.0,3.0,2022-02-27,18:15:00,Ewallet,8.0,0.48,18,243.0,Sunday,2,2022,8
2937,WALM012,Garland,Home and lifestyle,61.0,3.0,2023-11-25,14:25:00,Ewallet,5.0,0.48,14,183.0,Saturday,11,2023,47
2938,WALM059,Pflugerville,Fashion accessories,77.0,2.0,2022-10-27,13:52:00,Ewallet,4.0,0.33,13,154.0,Thursday,10,2022,43
2939,WALM093,Angleton,Home and lifestyle,30.0,1.0,2023-06-04,19:09:00,Ewallet,6.0,0.33,19,30.0,Sunday,6,2023,22
2940,WALM022,Mesquite,Fashion accessories,77.0,2.0,2020-10-15,12:58:00,Ewallet,6.0,0.48,12,154.0,Thursday,10,2020,42
2941,WALM033,Pearland,Home and lifestyle,42.0,1.0,2022-02-20,13:55:00,Ewallet,9.0,0.48,13,42.0,Sunday,2,2022,7
2942,WALM034,College Station,Fashion accessories,51.0,1.0,2020-11-14,8:47:00,Ewallet,5.0,0.48,8,51.0,Saturday,11,2020,46
2943,WALM004,Austin,Home and lifestyle,83.0,2.0,2022-09-01,7:20:00,Ewallet,9.0,0.48,7,166.0,Thursday,9,2022,35
2944,WALM100,Canyon,Fashion accessories,32.0,3.0,2023-12-30,22:10:00,Ewallet,4.0,0.18,22,96.0,Saturday,12,2023,52
2945,WALM072,Lancaster,Home and lifestyle,26.0,1.0,2021-07-26,15:33:00,Ewallet,5.0,0.33,15,26.0,Monday,7,2021,30
2946,WALM024,Carrollton,Fashion accessories,23.0,1.0,2023-02-18,13:03:00,Ewallet,6.0,0.48,13,23.0,Saturday,2,2023,7
2947,WALM040,Edinburg,Home and lifestyle,84.0,1.0,2023-12-23,14:10:00,Ewallet,8.0,0.48,14,84.0,Saturday,12,2023,51
2948,WALM091,Little Elm,Fashion accessories,42.0,2.0,2023-11-02,13:36:00,Ewallet,8.0,0.33,13,84.0,Thursday,11,2023,44
2949,WALM095,Big Spring,Home and lifestyle,33.0,3.0,2020-01-03,14:25:00,Ewallet,8.0,0.33,14,99.0,Friday,1,2020,1
2950,WALM006,El Paso,Fashion accessories,84.0,2.0,2021-10-22,20:27:00,Ewallet,9.0,0.48,20,168.0,Friday,10,2021,42
2951,WALM007,Arlington,Home and lifestyle,69.0,3.0,2022-02-13,16:19:00,Ewallet,6.0,0.48,16,207.0,Sunday,2,2022,6
2952,WALM011,Lubbock,Fashion accessories,54.0,2.0,2022-08-09,16:10:00,Ewallet,5.0,0.48,16,108.0,Tuesday,8,2022,32
2953,WALM010,Laredo,Home and lifestyle,15.0,1.0,2021-02-25,20:24:00,Ewallet,8.0,0.48,20,15.0,Thursday,2,2021,8
2954,WALM081,Friendswood,Fashion accessories,69.0,3.0,2022-05-18,6:20:00,Ewallet,7.0,0.33,6,207.0,Wednesday,5,2022,20
2955,WALM048,Harlingen,Home and lifestyle,30.0,3.0,2023-09-29,8:35:00,Ewallet,9.0,0.48,8,90.0,Friday,9,2023,39
2956,WALM045,Missouri City,Fashion accessories,48.0,1.0,2020-02-15,10:00:00,Credit card,7.0,0.48,10,48.0,Saturday,2,2020,7
2957,WALM077,Coppell,Home and lifestyle,70.0,1.0,2020-05-05,13:33:00,Ewallet,5.0,0.33,13,70.0,Tuesday,5,2020,19
2958,WALM023,Midland,Fashion accessories,23.0,2.0,2020-02-12,19:52:00,Ewallet,8.0,0.48,19,46.0,Wednesday,2,2020,7
2959,WALM096,Eagle Pass,Home and lifestyle,64.0,3.0,2023-01-12,6:48:00,Ewallet,5.0,0.33,6,192.0,Thursday,1,2023,2
2960,WALM079,La Porte,Fashion accessories,62.0,2.0,2021-04-23,15:42:00,Ewallet,5.0,0.33,15,124.0,Friday,4,2021,16
2961,WALM034,College Station,Home and lifestyle,43.0,3.0,2022-02-20,22:19:00,Ewallet,4.0,0.48,22,129.0,Sunday,2,2022,7
2962,WALM049,North Richland Hills,Fashion accessories,64.0,1.0,2021-03-05,15:27:00,Ewallet,7.0,0.48,15,64.0,Friday,3,2021,9
2963,WALM083,Farmers Branch,Home and lifestyle,79.0,2.0,2021-03-06,10:19:00,Ewallet,7.0,0.33,10,158.0,Saturday,3,2021,9
2964,WALM005,Fort Worth,Fashion accessories,50.0,1.0,2022-01-10,21:25:00,Ewallet,6.0,0.48,21,50.0,Monday,1,2022,2
2965,WALM018,Frisco,Home and lifestyle,58.0,1.0,2021-12-26,20:38:00,Ewallet,7.0,0.48,20,58.0,Sunday,12,2021,51
2966,WALM011,Lubbock,Fashion accessories,41.0,3.0,2020-03-28,7:41:00,Ewallet,5.0,0.48,7,123.0,Saturday,3,2020,13
2967,WALM020,Killeen,Home and lifestyle,15.0,3.0,2021-09-20,22:42:00,Ewallet,5.0,0.48,22,45.0,Monday,9,2021,38
2968,WALM047,Flower Mound,Fashion accessories,72.0,1.0,2022-09-12,12:54:00,Ewallet,8.0,0.48,12,72.0,Monday,9,2022,37
2969,WALM062,Galveston,Home and lifestyle,70.0,3.0,2021-09-05,14:48:00,Ewallet,8.0,0.33,14,210.0,Sunday,9,2021,35
2970,WALM079,La Porte,Fashion accessories,42.0,3.0,2023-10-29,13:32:00,Ewallet,4.0,0.33,13,126.0,Sunday,10,2023,43
2971,WALM028,Odessa,Home and lifestyle,41.0,2.0,2021-01-09,22:09:00,Ewallet,7.0,0.48,22,82.0,Saturday,1,2021,1
2972,WALM085,Kerrville,Fashion accessories,18.0,1.0,2020-02-27,13:12:00,Ewallet,6.0,0.33,13,18.0,Thursday,2,2020,9
2973,WALM020,Killeen,Home and lifestyle,20.0,2.0,2021-06-14,6:40:00,Ewallet,5.0,0.48,6,40.0,Monday,6,2021,24
2974,WALM009,Plano,Fashion accessories,57.0,2.0,2022-07-18,18:21:00,Ewallet,5.0,0.48,18,114.0,Monday,7,2022,29
2975,WALM009,Plano,Home and lifestyle,54.0,2.0,2023-05-11,18:09:00,Ewallet,4.0,0.48,18,108.0,Thursday,5,2023,19
2976,WALM005,Fort Worth,Fashion accessories,45.0,2.0,2021-11-19,10:36:00,Ewallet,4.0,0.48,10,90.0,Friday,11,2021,46
2977,WALM015,Grand Prairie,Home and lifestyle,35.0,3.0,2023-02-10,18:19:00,Ewallet,9.0,0.48,18,105.0,Friday,2,2023,6
2978,WALM010,Laredo,Fashion accessories,63.0,2.0,2021-08-01,14:00:00,Ewallet,7.0,0.48,14,126.0,Sunday,8,2021,30
2979,WALM017,McKinney,Home and lifestyle,82.0,2.0,2021-05-10,6:47:00,Ewallet,7.0,0.48,6,164.0,Monday,5,2021,19
2980,WALM063,Georgetown,Fashion accessories,31.0,3.0,2023-07-09,17:20:00,Ewallet,8.0,0.33,17,93.0,Sunday,7,2023,27
2981,WALM059,Pflugerville,Home and lifestyle,59.0,3.0,2022-02-28,22:11:00,Ewallet,8.0,0.33,22,177.0,Monday,2,2022,9
2982,WALM063,Georgetown,Fashion accessories,27.0,3.0,2020-09-13,23:00:00,Ewallet,5.0,0.33,23,81.0,Sunday,9,2020,37
2983,WALM041,Mission,Home and lifestyle,69.0,1.0,2020-03-03,8:08:00,Ewallet,8.0,0.48,8,69.0,Tuesday,3,2020,10
2984,WALM004,Austin,Fashion accessories,45.0,3.0,2021-06-25,15:59:00,Ewallet,9.0,0.48,15,135.0,Friday,6,2021,25
2985,WALM088,Cleburne,Home and lifestyle,50.0,3.0,2022-09-14,12:58:00,Ewallet,8.0,0.33,12,150.0,Wednesday,9,2022,37
2986,WALM060,DeSoto,Fashion accessories,29.0,3.0,2022-04-03,17:07:00,Ewallet,6.0,0.33,17,87.0,Sunday,4,2022,13
2987,WALM064,Bedford,Home and lifestyle,32.0,3.0,2022-09-10,13:50:00,Ewallet,8.0,0.33,13,96.0,Saturday,9,2022,36
2988,WALM078,Del Rio,Fashion accessories,41.0,2.0,2020-04-28,6:04:00,Ewallet,6.0,0.33,6,82.0,Tuesday,4,2020,18
2989,WALM062,Galveston,Home and lifestyle,76.0,2.0,2021-04-07,21:07:00,Ewallet,8.0,0.33,21,152.0,Wednesday,4,2021,14
2990,WALM090,Brownwood,Fashion accessories,58.0,3.0,2022-04-29,15:54:00,Ewallet,4.0,0.33,15,174.0,Friday,4,2022,17
2991,WALM021,McAllen,Home and lifestyle,28.0,3.0,2021-10-18,18:57:00,Ewallet,8.0,0.48,18,84.0,Monday,10,2021,42
2992,WALM016,Brownsville,Fashion accessories,55.0,3.0,2023-09-02,12:27:00,Ewallet,6.0,0.48,12,165.0,Saturday,9,2023,35
2993,WALM042,Bryan,Home and lifestyle,42.0,2.0,2020-03-30,10:57:00,Ewallet,6.0,0.48,10,84.0,Monday,3,2020,14
2994,WALM006,El Paso,Fashion accessories,69.0,1.0,2023-03-10,16:46:00,Ewallet,4.0,0.48,16,69.0,Friday,3,2023,10
2995,WALM028,Odessa,Home and lifestyle,50.0,3.0,2021-07-26,20:11:00,Ewallet,7.0,0.48,20,150.0,Monday,7,2021,30
2996,WALM031,Lewisville,Fashion accessories,34.0,1.0,2022-11-25,18:05:00,Ewallet,5.0,0.48,18,34.0,Friday,11,2022,47
2997,WALM061,Cedar Park,Home and lifestyle,43.0,2.0,2021-09-28,12:37:00,Ewallet,9.0,0.33,12,86.0,Tuesday,9,2021,39
2998,WALM095,Big Spring,Fashion accessories,84.0,1.0,2021-03-27,15:29:00,Ewallet,5.0,0.33,15,84.0,Saturday,3,2021,12
2999,WALM051,New Braunfels,Home and lifestyle,73.0,3.0,2023-07-27,20:30:00,Ewallet,9.0,0.48,20,219.0,Thursday,7,2023,30
3000,WALM022,Mesquite,Fashion accessories,60.0,2.0,2020-02-10,7:16:00,Ewallet,8.0,0.48,7,120.0,Monday,2,2020,7
3001,WALM061,Cedar Park,Home and lifestyle,79.0,3.0,2023-04-08,21:55:00,Ewallet,9.0,0.33,21,237.0,Saturday,4,2023,14
3002,WALM072,Lancaster,Fashion accessories,79.0,2.0,2023-10-19,19:27:00,Ewallet,4.0,0.33,19,158.0,Thursday,10,2023,42
3003,WALM098,Mineral Wells,Home and lifestyle,29.0,3.0,2022-03-09,17:48:00,Ewallet,6.0,0.18,17,87.0,Wednesday,3,2022,10
3004,WALM088,Cleburne,Fashion accessories,33.0,3.0,2022-04-19,22:50:00,Ewallet,8.0,0.33,22,99.0,Tuesday,4,2022,16
3005,WALM094,Alamo,Home and lifestyle,17.0,2.0,2022-06-12,12:19:00,Ewallet,5.0,0.33,12,34.0,Sunday,6,2022,23
3006,WALM076,Huntsville,Fashion accessories,83.0,3.0,2023-06-15,19:34:00,Ewallet,8.0,0.33,19,249.0,Thursday,6,2023,24
3007,WALM008,Corpus Christi,Home and lifestyle,64.0,1.0,2022-10-14,17:41:00,Ewallet,9.0,0.48,17,64.0,Friday,10,2022,41
3008,WALM070,Hurst,Fashion accessories,69.0,3.0,2021-11-30,17:18:00,Ewallet,4.0,0.33,17,207.0,Tuesday,11,2021,48
3009,WALM009,Plano,Home and lifestyle,73.0,1.0,2023-09-30,20:30:00,Ewallet,9.0,0.48,20,73.0,Saturday,9,2023,39
3010,WALM016,Brownsville,Fashion accessories,58.0,3.0,2023-02-06,14:51:00,Ewallet,6.0,0.48,14,174.0,Monday,2,2023,6
3011,WALM085,Kerrville,Home and lifestyle,67.0,1.0,2020-02-24,10:37:00,Ewallet,9.0,0.33,10,67.0,Monday,2,2020,9
3012,WALM019,Pasadena,Fashion accessories,76.0,2.0,2023-08-13,17:28:00,Ewallet,7.0,0.48,17,152.0,Sunday,8,2023,32
3013,WALM060,DeSoto,Home and lifestyle,58.0,1.0,2021-01-03,8:17:00,Ewallet,6.0,0.33,8,58.0,Sunday,1,2021,53
3014,WALM061,Cedar Park,Fashion accessories,66.0,3.0,2020-04-27,14:02:00,Ewallet,6.0,0.33,14,198.0,Monday,4,2020,18
3015,WALM001,Houston,Home and lifestyle,60.0,3.0,2020-09-12,15:01:00,Ewallet,7.0,0.36,15,180.0,Saturday,9,2020,37
3016,WALM077,Coppell,Fashion accessories,42.0,1.0,2021-08-19,22:06:00,Ewallet,4.0,0.33,22,42.0,Thursday,8,2021,33
3017,WALM043,Baytown,Home and lifestyle,35.0,1.0,2021-03-25,9:49:00,Ewallet,6.0,0.48,9,35.0,Thursday,3,2021,12
3018,WALM076,Huntsville,Fashion accessories,67.0,2.0,2023-03-02,7:59:00,Ewallet,6.0,0.33,7,134.0,Thursday,3,2023,9
3019,WALM067,Haltom City,Home and lifestyle,75.0,3.0,2021-01-31,16:39:00,Ewallet,5.0,0.33,16,225.0,Sunday,1,2021,4
3020,WALM066,Grapevine,Fashion accessories,85.0,1.0,2020-11-02,12:26:00,Ewallet,7.0,0.33,12,85.0,Monday,11,2020,45
3021,WALM079,La Porte,Home and lifestyle,32.0,2.0,2020-05-12,10:40:00,Ewallet,5.0,0.33,10,64.0,Tuesday,5,2020,20
3022,WALM058,Port Arthur,Fashion accessories,27.0,3.0,2023-02-23,7:16:00,Ewallet,4.0,0.33,7,81.0,Thursday,2,2023,8
3023,WALM011,Lubbock,Home and lifestyle,68.0,2.0,2020-06-23,22:57:00,Ewallet,5.0,0.48,22,136.0,Tuesday,6,2020,26
3024,WALM059,Pflugerville,Fashion accessories,42.0,2.0,2023-08-24,9:19:00,Ewallet,9.0,0.33,9,84.0,Thursday,8,2023,34
3025,WALM017,McKinney,Home and lifestyle,35.0,3.0,2022-08-17,12:13:00,Ewallet,8.0,0.48,12,105.0,Wednesday,8,2022,33
3026,WALM079,La Porte,Fashion accessories,35.0,3.0,2023-07-20,11:46:00,Ewallet,7.0,0.33,11,105.0,Thursday,7,2023,29
3027,WALM036,Allen,Home and lifestyle,85.0,3.0,2023-02-21,6:10:00,Ewallet,6.0,0.48,6,255.0,Tuesday,2,2023,8
3028,WALM018,Frisco,Fashion accessories,41.0,2.0,2022-07-30,13:09:00,Ewallet,5.0,0.48,13,82.0,Saturday,7,2022,30
3029,WALM001,Houston,Home and lifestyle,59.0,3.0,2022-01-25,7:36:00,Ewallet,7.0,0.36,7,177.0,Tuesday,1,2022,4
3030,WALM044,Pharr,Fashion accessories,43.0,3.0,2022-03-07,11:55:00,Ewallet,6.0,0.48,11,129.0,Monday,3,2022,10
3031,WALM004,Austin,Home and lifestyle,46.0,1.0,2020-07-14,22:35:00,Ewallet,6.0,0.48,22,46.0,Tuesday,7,2020,29
3032,WALM023,Midland,Fashion accessories,71.0,2.0,2023-06-06,16:25:00,Ewallet,6.0,0.48,16,142.0,Tuesday,6,2023,23
3033,WALM053,Conroe,Home and lifestyle,85.0,1.0,2023-12-09,10:16:00,Ewallet,8.0,0.57,10,85.0,Saturday,12,2023,49
3034,WALM002,Dallas,Fashion accessories,36.0,3.0,2021-06-30,17:40:00,Ewallet,7.0,0.36,17,108.0,Wednesday,6,2021,26
3035,WALM026,Denton,Home and lifestyle,84.0,2.0,2020-04-15,18:49:00,Ewallet,9.0,0.48,18,168.0,Wednesday,4,2020,16
3036,WALM064,Bedford,Fashion accessories,19.0,3.0,2023-04-29,7:46:00,Ewallet,5.0,0.33,7,57.0,Saturday,4,2023,17
3037,WALM042,Bryan,Home and lifestyle,54.0,2.0,2020-07-10,15:40:00,Ewallet,9.0,0.48,15,108.0,Friday,7,2020,28
3038,WALM080,Nacogdoches,Fashion accessories,41.0,3.0,2020-07-12,8:20:00,Ewallet,9.0,0.33,8,123.0,Sunday,7,2020,28
3039,WALM020,Killeen,Home and lifestyle,32.0,1.0,2023-07-18,12:11:00,Ewallet,9.0,0.48,12,32.0,Tuesday,7,2023,29
3040,WALM095,Big Spring,Fashion accessories,50.0,2.0,2023-10-26,11:59:00,Ewallet,8.0,0.33,11,100.0,Thursday,10,2023,43
3041,WALM037,League City,Home and lifestyle,57.0,1.0,2020-05-26,6:48:00,Ewallet,4.0,0.48,6,57.0,Tuesday,5,2020,22
3042,WALM069,Rockwall,Fashion accessories,20.0,1.0,2020-08-27,15:38:00,Ewallet,9.0,0.33,15,20.0,Thursday,8,2020,35
3043,WALM085,Kerrville,Home and lifestyle,83.0,1.0,2020-03-19,9:44:00,Ewallet,9.0,0.33,9,83.0,Thursday,3,2020,12
3044,WALM048,Harlingen,Fashion accessories,54.0,1.0,2020-01-11,7:57:00,Ewallet,4.0,0.48,7,54.0,Saturday,1,2020,2
3045,WALM024,Carrollton,Home and lifestyle,43.0,3.0,2022-11-27,11:52:00,Ewallet,4.0,0.48,11,129.0,Sunday,11,2022,47
3046,WALM018,Frisco,Fashion accessories,35.0,3.0,2021-05-08,16:17:00,Ewallet,9.0,0.48,16,105.0,Saturday,5,2021,18
3047,WALM061,Cedar Park,Home and lifestyle,59.0,3.0,2021-08-14,20:25:00,Ewallet,7.0,0.33,20,177.0,Saturday,8,2021,32
3048,WALM063,Georgetown,Fashion accessories,42.0,3.0,2021-09-12,18:09:00,Ewallet,6.0,0.33,18,126.0,Sunday,9,2021,36
3049,WALM096,Eagle Pass,Home and lifestyle,67.0,3.0,2023-12-08,14:55:00,Ewallet,5.0,0.33,14,201.0,Friday,12,2023,49
3050,WALM004,Austin,Fashion accessories,72.0,3.0,2022-02-19,22:30:00,Ewallet,4.0,0.48,22,216.0,Saturday,2,2022,7
3051,WALM093,Angleton,Home and lifestyle,20.0,2.0,2023-01-18,7:24:00,Ewallet,8.0,0.33,7,40.0,Wednesday,1,2023,3
3052,WALM091,Little Elm,Fashion accessories,81.0,1.0,2020-04-24,13:22:00,Ewallet,4.0,0.33,13,81.0,Friday,4,2020,17
3053,WALM016,Brownsville,Home and lifestyle,62.0,3.0,2023-05-30,6:24:00,Ewallet,5.0,0.48,6,186.0,Tuesday,5,2023,22
3054,WALM069,Rockwall,Fashion accessories,56.0,1.0,2020-01-23,21:01:00,Ewallet,7.0,0.33,21,56.0,Thursday,1,2020,4
3055,WALM006,El Paso,Home and lifestyle,16.0,3.0,2022-11-18,20:47:00,Ewallet,9.0,0.48,20,48.0,Friday,11,2022,46
3056,WALM023,Midland,Fashion accessories,22.0,3.0,2023-11-09,9:00:00,Ewallet,5.0,0.48,9,66.0,Thursday,11,2023,45
3057,WALM013,Irving,Home and lifestyle,18.0,2.0,2021-02-27,16:41:00,Ewallet,6.0,0.48,16,36.0,Saturday,2,2021,8
